ticker,coin,coin_order,close_ts,close_dt,day,minute,side,won,entry_ml,entry_bid,entry_ask,entry_vol,bid_d1,ask_d1,bid_d2,ask_d2,bid_d3,ask_d3,bid_d4,ask_d4,bid_d5,ask_d5,trade_price,fee,pnl,contracts,population
KXSOL15M-26JUN111330-30,SOL,2,1781199000,2026-06-11 17:30:00+00:00,2026-06-11,30,no,0,14.0,0.65,0.6599999999999999,1570.42,0.61,0.63,0.6799999999999999,0.7,0.81,0.85,0.81,0.83,0.83,0.86,0.7,0.294,-14.294,20,all
KXXRP15M-26JUN111400-00,XRP,3,1781200800,2026-06-11 18:00:00+00:00,2026-06-11,0,yes,1,14.0,0.74,0.75,273.07,0.54,0.57,0.56,0.6,0.69,0.71,0.93,0.944,0.86,0.907,0.6,0.336,7.664,20,all
KXHYPE15M-26JUN111415-15,HYPE,5,1781201700,2026-06-11 18:15:00+00:00,2026-06-11,15,yes,0,14.0,0.69,0.7,61.95,0.65,0.69,0.6,0.63,0.52,0.54,0.19,0.22,0.14,0.19,0.63,0.3264,-12.9264,20,all
KXETH15M-26JUN111430-30,ETH,1,1781202600,2026-06-11 18:30:00+00:00,2026-06-11,30,yes,0,14.0,0.66,0.67,712.42,0.72,0.74,0.69,0.7,0.64,0.67,0.75,0.78,0.74,0.77,0.7,0.294,-14.294,20,all
KXHYPE15M-26JUN111445-45,HYPE,5,1781203500,2026-06-11 18:45:00+00:00,2026-06-11,45,yes,1,14.0,0.68,0.7,133.93,0.71,0.74,0.68,0.72,0.8,0.85,0.78,0.83,0.77,0.83,0.72,0.2823,5.3177,20,all
KXBTC15M-26JUN111730-30,BTC,0,1781213400,2026-06-11 21:30:00+00:00,2026-06-11,30,no,1,14.0,0.6599999999999999,0.6699999999999999,44832.71,0.72,0.73,0.73,0.75,0.7,0.71,0.73,0.74,0.76,0.78,0.75,0.2625,4.7375,20,all
KXXRP15M-26JUN111745-45,XRP,3,1781214300,2026-06-11 21:45:00+00:00,2026-06-11,45,yes,1,14.0,0.65,0.66,978.28,0.6,0.63,0.65,0.67,0.7,0.74,0.58,0.63,0.48,0.52,0.67,0.3096,6.2904,20,all
KXHYPE15M-26JUN111800-00,HYPE,5,1781215200,2026-06-11 22:00:00+00:00,2026-06-11,0,yes,1,14.0,0.67,0.69,380.36,0.66,0.71,0.72,0.74,0.8,0.81,0.71,0.73,0.66,0.71,0.74,0.2694,4.9306,20,all
KXSOL15M-26JUN111815-15,SOL,2,1781216100,2026-06-11 22:15:00+00:00,2026-06-11,15,yes,1,14.0,0.72,0.75,443.86,0.71,0.74,0.73,0.74,0.85,0.86,0.7,0.72,0.74,0.78,0.74,0.2694,4.9306,20,all
KXSOL15M-26JUN111845-45,SOL,2,1781217900,2026-06-11 22:45:00+00:00,2026-06-11,45,yes,0,14.0,0.65,0.72,491.51,0.7,0.75,0.58,0.64,0.6,0.65,0.29,0.3,0.45,0.46,0.64,0.3226,-13.1226,20,all
KXSOL15M-26JUN111915-15,SOL,2,1781219700,2026-06-11 23:15:00+00:00,2026-06-11,15,no,1,14.0,0.75,0.76,324.84,0.79,0.83,0.6799999999999999,0.73,0.81,0.8200000000000001,0.74,0.8,0.76,0.77,0.73,0.276,5.1240000000000006,20,all
KXHYPE15M-26JUN112030-30,HYPE,5,1781224200,2026-06-12 00:30:00+00:00,2026-06-12,30,no,0,14.0,0.69,0.73,164.34,0.7,0.74,0.69,0.74,0.32999999999999996,0.38,0.49,0.53,0.48,0.52,0.74,0.2694,-15.0694,20,all
KXBTC15M-26JUN112145-45,BTC,0,1781228700,2026-06-12 01:45:00+00:00,2026-06-12,45,yes,1,14.0,0.68,0.69,72462.95,0.58,0.59,0.7,0.71,0.69,0.7,0.55,0.56,0.35,0.36,0.71,0.2883,5.511700000000001,20,all
KXBTC15M-26JUN112245-45,BTC,0,1781232300,2026-06-12 02:45:00+00:00,2026-06-12,45,yes,1,14.0,0.66,0.67,72488.22,0.65,0.66,0.68,0.69,0.51,0.52,0.33,0.34,0.33,0.34,0.69,0.2995,5.900500000000001,20,all
KXHYPE15M-26JUN120000-00,HYPE,5,1781236800,2026-06-12 04:00:00+00:00,2026-06-12,0,yes,1,14.0,0.74,0.75,158.27,0.74,0.79,0.59,0.63,0.57,0.62,0.45,0.5,0.42,0.47,0.63,0.3264,7.073600000000001,20,all
KXDOGE15M-26JUN120030-30,DOGE,4,1781238600,2026-06-12 04:30:00+00:00,2026-06-12,30,yes,1,14.0,0.65,0.68,209.04,0.78,0.83,0.73,0.77,0.8,0.82,0.82,0.86,0.8,0.83,0.77,0.248,4.351999999999999,20,all
KXETH15M-26JUN120245-45,ETH,1,1781246700,2026-06-12 06:45:00+00:00,2026-06-12,45,no,1,14.0,0.6699999999999999,0.69,1388.02,0.77,0.78,0.74,0.76,0.9339999999999999,0.944,0.933,0.946,0.956,0.962,0.76,0.2554,4.5446,20,all
KXHYPE15M-26JUN120315-15,HYPE,5,1781248500,2026-06-12 07:15:00+00:00,2026-06-12,15,yes,1,14.0,0.68,0.7,78.99,0.64,0.69,0.7,0.71,0.66,0.69,0.69,0.74,0.73,0.78,0.71,0.2883,5.511700000000001,20,all
KXHYPE15M-26JUN120400-00,HYPE,5,1781251200,2026-06-12 08:00:00+00:00,2026-06-12,0,no,1,14.0,0.6599999999999999,0.7,177.54,0.61,0.65,0.6699999999999999,0.69,0.6699999999999999,0.69,0.69,0.73,0.79,0.83,0.69,0.2995,5.900500000000001,20,all
KXETH15M-26JUN120445-45,ETH,1,1781253900,2026-06-12 08:45:00+00:00,2026-06-12,45,no,1,14.0,0.65,0.6599999999999999,448.59,0.6599999999999999,0.6699999999999999,0.65,0.6799999999999999,0.41000000000000003,0.44999999999999996,0.56,0.5700000000000001,0.77,0.79,0.6799999999999999,0.3047,6.095300000000001,20,all
KXETH15M-26JUN120530-30,ETH,1,1781256600,2026-06-12 09:30:00+00:00,2026-06-12,30,yes,1,14.0,0.65,0.67,230.45,0.74,0.75,0.6,0.63,0.7,0.73,0.82,0.83,0.8,0.83,0.63,0.3264,7.073600000000001,20,all
KXETH15M-26JUN120615-15,ETH,1,1781259300,2026-06-12 10:15:00+00:00,2026-06-12,15,no,1,14.0,0.73,0.74,1058.47,0.7,0.72,0.61,0.64,0.74,0.76,0.8200000000000001,0.83,0.88,0.89,0.64,0.3226,6.8774,20,all
KXSOL15M-26JUN120645-45,SOL,2,1781261100,2026-06-12 10:45:00+00:00,2026-06-12,45,yes,1,14.0,0.65,0.66,35.28,0.67,0.69,0.79,0.8,0.76,0.77,0.86,0.89,0.87,0.9,0.8,0.224,3.775999999999999,20,all
KXHYPE15M-26JUN120745-45,HYPE,5,1781264700,2026-06-12 11:45:00+00:00,2026-06-12,45,no,1,14.0,0.65,0.7,115.67,0.63,0.6799999999999999,0.73,0.74,0.74,0.78,0.79,0.83,0.88,0.89,0.74,0.2694,4.9306,20,all
KXETH15M-26JUN120800-00,ETH,1,1781265600,2026-06-12 12:00:00+00:00,2026-06-12,0,yes,0,14.0,0.74,0.75,1135.38,0.64,0.65,0.59,0.61,0.59,0.62,0.48,0.5,0.43,0.44,0.61,0.3331,-12.5331,20,all
KXETH15M-26JUN120815-15,ETH,1,1781266500,2026-06-12 12:15:00+00:00,2026-06-12,15,no,1,14.0,0.78,0.79,1115.91,0.8200000000000001,0.83,0.74,0.75,0.78,0.79,0.91,0.917,0.914,0.928,0.75,0.2625,4.7375,20,all
KXDOGE15M-26JUN120945-45,DOGE,4,1781271900,2026-06-12 13:45:00+00:00,2026-06-12,45,no,0,14.0,0.72,0.73,86.68,0.74,0.75,0.5900000000000001,0.62,0.72,0.75,0.74,0.75,0.31999999999999995,0.36,0.62,0.3299,-12.7299,20,all
KXHYPE15M-26JUN121000-00,HYPE,5,1781272800,2026-06-12 14:00:00+00:00,2026-06-12,0,yes,1,14.0,0.66,0.7,257.0,0.64,0.68,0.64,0.68,0.65,0.69,0.56,0.6,0.68,0.72,0.68,0.3047,6.095299999999998,20,all
KXXRP15M-26JUN121015-15,XRP,3,1781273700,2026-06-12 14:15:00+00:00,2026-06-12,15,yes,1,14.0,0.75,0.76,216.6,0.78,0.8,0.69,0.75,0.79,0.8,0.76,0.8,0.68,0.73,0.75,0.2625,4.7375,20,all
KXSOL15M-26JUN121030-30,SOL,2,1781274600,2026-06-12 14:30:00+00:00,2026-06-12,30,yes,1,14.0,0.66,0.69,124.43,0.66,0.68,0.63,0.66,0.45,0.51,0.43,0.49,0.56,0.6,0.66,0.3142,6.485799999999999,20,all
KXETH15M-26JUN121115-15,ETH,1,1781277300,2026-06-12 15:15:00+00:00,2026-06-12,15,yes,1,14.0,0.65,0.68,1333.99,0.73,0.75,0.65,0.67,0.26,0.27,0.26,0.28,0.5,0.53,0.67,0.3096,6.2904,20,all
KXDOGE15M-26JUN121130-30,DOGE,4,1781278200,2026-06-12 15:30:00+00:00,2026-06-12,30,no,1,14.0,0.6599999999999999,0.7,197.6,0.6,0.6599999999999999,0.63,0.64,0.78,0.8,0.79,0.84,0.89,0.919,0.64,0.3226,6.8774,20,all
KXSOL15M-26JUN121145-45,SOL,2,1781279100,2026-06-12 15:45:00+00:00,2026-06-12,45,no,1,14.0,0.69,0.72,1964.72,0.69,0.7,0.69,0.73,0.83,0.84,0.89,0.9,0.5,0.53,0.73,0.276,5.1240000000000006,20,all
KXHYPE15M-26JUN121230-30,HYPE,5,1781281800,2026-06-12 16:30:00+00:00,2026-06-12,30,yes,1,14.0,0.68,0.71,156.74,0.77,0.8,0.7,0.73,0.75,0.8,0.59,0.64,0.46,0.47,0.73,0.276,5.1240000000000006,20,all
KXXRP15M-26JUN121400-00,XRP,3,1781287200,2026-06-12 18:00:00+00:00,2026-06-12,0,yes,1,14.0,0.7,0.73,229.53,0.71,0.73,0.61,0.66,0.69,0.72,0.66,0.71,0.51,0.56,0.66,0.3142,6.485799999999999,20,all
KXSOL15M-26JUN121415-15,SOL,2,1781288100,2026-06-12 18:15:00+00:00,2026-06-12,15,yes,0,14.0,0.65,0.66,70.51,0.65,0.68,0.62,0.67,0.37,0.43,0.36,0.42,0.22,0.24,0.67,0.3096,-13.7096,20,all
KXHYPE15M-26JUN121500-00,HYPE,5,1781290800,2026-06-12 19:00:00+00:00,2026-06-12,0,no,1,14.0,0.72,0.74,169.74,0.61,0.63,0.63,0.6799999999999999,0.6799999999999999,0.72,0.71,0.74,0.72,0.77,0.6799999999999999,0.3047,6.095300000000001,20,all
KXHYPE15M-26JUN121545-45,HYPE,5,1781293500,2026-06-12 19:45:00+00:00,2026-06-12,45,no,1,14.0,0.6799999999999999,0.73,613.18,0.78,0.81,0.6699999999999999,0.71,0.63,0.6799999999999999,0.6699999999999999,0.72,0.8,0.81,0.71,0.2883,5.511700000000001,20,all
KXBTC15M-26JUN121645-45,BTC,0,1781297100,2026-06-12 20:45:00+00:00,2026-06-12,45,yes,1,14.0,0.68,0.69,83052.66,0.61,0.62,0.62,0.63,0.53,0.54,0.54,0.55,0.52,0.53,0.63,0.3264,7.073600000000001,20,all
KXSOL15M-26JUN121700-00,SOL,2,1781298000,2026-06-12 21:00:00+00:00,2026-06-12,0,no,1,14.0,0.6599999999999999,0.6699999999999999,193.46,0.54,0.55,0.74,0.77,0.75,0.77,0.84,0.85,0.88,0.915,0.77,0.248,4.351999999999999,20,all
KXXRP15M-26JUN122130-30,XRP,3,1781314200,2026-06-13 01:30:00+00:00,2026-06-13,30,yes,1,14.0,0.71,0.72,341.55,0.7,0.75,0.69,0.75,0.6,0.63,0.36,0.38,0.26,0.27,0.75,0.2625,4.7375,20,all
KXXRP15M-26JUN122215-15,XRP,3,1781316900,2026-06-13 02:15:00+00:00,2026-06-13,15,no,1,14.0,0.69,0.7,507.91,0.7,0.75,0.6799999999999999,0.72,0.65,0.69,0.83,0.86,0.911,0.92,0.72,0.2823,5.3177,20,all
KXSOL15M-26JUN122230-30,SOL,2,1781317800,2026-06-13 02:30:00+00:00,2026-06-13,30,no,1,14.0,0.65,0.6599999999999999,396.79,0.5800000000000001,0.61,0.55,0.62,0.6699999999999999,0.69,0.62,0.64,0.81,0.86,0.62,0.3299,7.270099999999999,20,all
KXBTC15M-26JUN122315-15,BTC,0,1781320500,2026-06-13 03:15:00+00:00,2026-06-13,15,yes,1,14.0,0.65,0.66,48474.76,0.65,0.66,0.75,0.76,0.7,0.71,0.74,0.75,0.79,0.8,0.76,0.2554,4.5446,20,all
KXHYPE15M-26JUN130100-00,HYPE,5,1781326800,2026-06-13 05:00:00+00:00,2026-06-13,0,no,1,14.0,0.65,0.6799999999999999,439.94,0.55,0.5900000000000001,0.62,0.6699999999999999,0.48,0.53,0.37,0.39,0.36,0.42000000000000004,0.6699999999999999,0.3096,6.290400000000002,20,all
KXHYPE15M-26JUN130130-30,HYPE,5,1781328600,2026-06-13 05:30:00+00:00,2026-06-13,30,no,1,14.0,0.6599999999999999,0.69,124.36,0.75,0.77,0.7,0.74,0.76,0.81,0.87,0.9,0.8200000000000001,0.85,0.74,0.2694,4.9306,20,all
KXXRP15M-26JUN130215-15,XRP,3,1781331300,2026-06-13 06:15:00+00:00,2026-06-13,15,yes,1,14.0,0.73,0.75,39.49,0.51,0.54,0.59,0.66,0.65,0.68,0.61,0.66,0.77,0.82,0.66,0.3142,6.485799999999999,20,all
KXXRP15M-26JUN130230-30,XRP,3,1781332200,2026-06-13 06:30:00+00:00,2026-06-13,30,no,0,14.0,0.6699999999999999,0.73,29.52,0.73,0.76,0.6,0.64,0.6799999999999999,0.74,0.6,0.64,0.45999999999999996,0.48,0.64,0.3226,-13.1226,20,all
KXBTC15M-26JUN130300-00,BTC,0,1781334000,2026-06-13 07:00:00+00:00,2026-06-13,0,yes,1,14.0,0.65,0.66,82251.33,0.56,0.57,0.66,0.67,0.56,0.57,0.67,0.68,0.55,0.56,0.67,0.3096,6.2904,20,all
KXETH15M-26JUN130315-15,ETH,1,1781334900,2026-06-13 07:15:00+00:00,2026-06-13,15,no,0,14.0,0.65,0.6699999999999999,1205.06,0.73,0.75,0.76,0.77,0.8200000000000001,0.83,0.81,0.8200000000000001,0.84,0.85,0.77,0.248,-15.648,20,all
KXETH15M-26JUN130330-30,ETH,1,1781335800,2026-06-13 07:30:00+00:00,2026-06-13,30,no,0,14.0,0.69,0.7,800.84,0.74,0.75,0.62,0.63,0.62,0.63,0.45999999999999996,0.47,0.5900000000000001,0.6,0.63,0.3264,-12.9264,20,all
KXHYPE15M-26JUN130430-30,HYPE,5,1781339400,2026-06-13 08:30:00+00:00,2026-06-13,30,yes,1,14.0,0.66,0.7,259.91,0.69,0.74,0.58,0.63,0.75,0.76,0.8,0.85,0.81,0.85,0.63,0.3264,7.073600000000001,20,all
KXXRP15M-26JUN130515-15,XRP,3,1781342100,2026-06-13 09:15:00+00:00,2026-06-13,15,yes,1,14.0,0.72,0.75,112.44,0.56,0.64,0.62,0.67,0.53,0.55,0.76,0.78,0.86,0.88,0.67,0.3096,6.2904,20,all
KXDOGE15M-26JUN130630-30,DOGE,4,1781346600,2026-06-13 10:30:00+00:00,2026-06-13,30,no,1,14.0,0.65,0.6699999999999999,133.38,0.6699999999999999,0.69,0.5900000000000001,0.64,0.56,0.61,0.48,0.54,0.48,0.53,0.64,0.3226,6.8774,20,all
KXHYPE15M-26JUN130715-15,HYPE,5,1781349300,2026-06-13 11:15:00+00:00,2026-06-13,15,no,0,14.0,0.7,0.71,233.55,0.63,0.6799999999999999,0.6,0.64,0.71,0.75,0.73,0.8,0.73,0.8,0.64,0.3226,-13.1226,20,all
KXETH15M-26JUN130730-30,ETH,1,1781350200,2026-06-13 11:30:00+00:00,2026-06-13,30,yes,1,14.0,0.67,0.68,701.68,0.63,0.65,0.61,0.62,0.72,0.73,0.73,0.75,0.66,0.67,0.62,0.3299,7.270099999999999,20,all
KXETH15M-26JUN130745-45,ETH,1,1781351100,2026-06-13 11:45:00+00:00,2026-06-13,45,no,1,14.0,0.6799999999999999,0.69,712.46,0.75,0.76,0.74,0.75,0.53,0.54,0.64,0.6599999999999999,0.5700000000000001,0.5900000000000001,0.75,0.2625,4.7375,20,all
KXHYPE15M-26JUN130800-00,HYPE,5,1781352000,2026-06-13 12:00:00+00:00,2026-06-13,0,yes,1,14.0,0.68,0.7,168.89,0.7,0.72,0.69,0.73,0.77,0.83,0.75,0.81,0.91,0.925,0.73,0.276,5.1240000000000006,20,all
KXHYPE15M-26JUN130930-30,HYPE,5,1781357400,2026-06-13 13:30:00+00:00,2026-06-13,30,yes,1,14.0,0.76,0.8,2204.69,0.64,0.69,0.58,0.62,0.52,0.55,0.5,0.53,0.75,0.79,0.62,0.3299,7.270099999999999,20,all
KXSOL15M-26JUN130945-45,SOL,2,1781358300,2026-06-13 13:45:00+00:00,2026-06-13,45,no,0,14.0,0.6799999999999999,0.69,40.87,0.78,0.79,0.56,0.61,0.64,0.7,0.51,0.5700000000000001,0.44999999999999996,0.52,0.61,0.3331,-12.5331,20,all
KXSOL15M-26JUN131130-30,SOL,2,1781364600,2026-06-13 15:30:00+00:00,2026-06-13,30,yes,1,14.0,0.68,0.73,79.74,0.59,0.63,0.58,0.65,0.53,0.59,0.55,0.56,0.38,0.45,0.65,0.3185,6.6815,20,all
KXBTC15M-26JUN131215-15,BTC,0,1781367300,2026-06-13 16:15:00+00:00,2026-06-13,15,no,1,14.0,0.75,0.76,85143.88,0.64,0.65,0.72,0.73,0.928,0.9299999999999999,0.954,0.961,0.975,0.976,0.73,0.276,5.1240000000000006,20,all
KXETH15M-26JUN131230-30,ETH,1,1781368200,2026-06-13 16:30:00+00:00,2026-06-13,30,no,1,14.0,0.71,0.72,4136.62,0.6599999999999999,0.6799999999999999,0.6699999999999999,0.69,0.56,0.5800000000000001,0.6599999999999999,0.6799999999999999,0.83,0.84,0.69,0.2995,5.900500000000001,20,all
KXBTC15M-26JUN131615-15,BTC,0,1781381700,2026-06-13 20:15:00+00:00,2026-06-13,15,no,1,14.0,0.6599999999999999,0.6699999999999999,46452.2,0.72,0.73,0.76,0.77,0.72,0.73,0.79,0.8,0.84,0.86,0.77,0.248,4.351999999999999,20,all
KXBTC15M-26JUN131800-00,BTC,0,1781388000,2026-06-13 22:00:00+00:00,2026-06-13,0,no,1,14.0,0.69,0.7,88648.14,0.6699999999999999,0.6799999999999999,0.6699999999999999,0.6799999999999999,0.71,0.72,0.76,0.77,0.84,0.85,0.6799999999999999,0.3047,6.095300000000001,20,all
KXSOL15M-26JUN132130-30,SOL,2,1781400600,2026-06-14 01:30:00+00:00,2026-06-14,30,yes,1,14.0,0.66,0.67,432.59,0.87,0.9,0.78,0.79,0.85,0.86,0.84,0.89,0.88,0.9,0.79,0.2323,3.9676999999999993,20,all
KXBTC15M-26JUN132145-45,BTC,0,1781401500,2026-06-14 01:45:00+00:00,2026-06-14,45,no,1,14.0,0.74,0.75,48803.22,0.6699999999999999,0.6799999999999999,0.64,0.65,0.64,0.65,0.8200000000000001,0.83,0.77,0.78,0.65,0.3185,6.6815,20,all
KXSOL15M-26JUN132215-15,SOL,2,1781403300,2026-06-14 02:15:00+00:00,2026-06-14,15,no,0,14.0,0.6799999999999999,0.69,332.57,0.79,0.83,0.65,0.6599999999999999,0.53,0.5800000000000001,0.5700000000000001,0.5800000000000001,0.52,0.54,0.6599999999999999,0.3142,-13.514199999999999,20,all
KXBTC15M-26JUN140100-00,BTC,0,1781413200,2026-06-14 05:00:00+00:00,2026-06-14,0,no,1,14.0,0.6699999999999999,0.6799999999999999,83922.78,0.81,0.8200000000000001,0.71,0.72,0.61,0.62,0.6,0.62,0.79,0.8,0.72,0.2823,5.3177,20,all
KXXRP15M-26JUN140445-45,XRP,3,1781426700,2026-06-14 08:45:00+00:00,2026-06-14,45,no,1,14.0,0.65,0.6799999999999999,17.45,0.71,0.73,0.61,0.6699999999999999,0.85,0.88,0.75,0.78,0.63,0.71,0.6699999999999999,0.3096,6.290400000000002,20,all
KXDOGE15M-26JUN140545-45,DOGE,4,1781430300,2026-06-14 09:45:00+00:00,2026-06-14,45,yes,1,14.0,0.66,0.67,51.0,0.65,0.68,0.62,0.66,0.86,0.89,0.82,0.86,0.86,0.9,0.66,0.3142,6.485799999999999,20,all
KXBTC15M-26JUN140615-15,BTC,0,1781432100,2026-06-14 10:15:00+00:00,2026-06-14,15,no,1,14.0,0.73,0.74,50954.15,0.71,0.72,0.63,0.64,0.87,0.88,0.88,0.89,0.9390000000000001,0.94,0.64,0.3226,6.8774,20,all
KXETH15M-26JUN140730-30,ETH,1,1781436600,2026-06-14 11:30:00+00:00,2026-06-14,30,no,0,14.0,0.6599999999999999,0.6699999999999999,328.27,0.73,0.74,0.6699999999999999,0.6799999999999999,0.64,0.6699999999999999,0.84,0.85,0.78,0.8,0.6799999999999999,0.3047,-13.904699999999998,20,all
KXETH15M-26JUN140800-00,ETH,1,1781438400,2026-06-14 12:00:00+00:00,2026-06-14,0,no,1,14.0,0.65,0.6599999999999999,490.38,0.65,0.6599999999999999,0.77,0.78,0.78,0.79,0.74,0.78,0.6799999999999999,0.69,0.78,0.2403,4.159699999999999,20,all
KXETH15M-26JUN140915-15,ETH,1,1781442900,2026-06-14 13:15:00+00:00,2026-06-14,15,yes,1,14.0,0.69,0.7,4026.1,0.78,0.8,0.65,0.68,0.76,0.79,0.46,0.47,0.7,0.71,0.68,0.3047,6.095299999999998,20,all
KXXRP15M-26JUN141045-45,XRP,3,1781448300,2026-06-14 14:45:00+00:00,2026-06-14,45,no,1,14.0,0.65,0.6599999999999999,495.23,0.6599999999999999,0.6799999999999999,0.73,0.77,0.81,0.84,0.92,0.954,0.966,0.97,0.77,0.248,4.351999999999999,20,all
KXBTC15M-26JUN141100-00,BTC,0,1781449200,2026-06-14 15:00:00+00:00,2026-06-14,0,yes,1,14.0,0.66,0.67,59843.88,0.51,0.52,0.61,0.62,0.44,0.45,0.37,0.38,0.47,0.48,0.62,0.3299,7.270099999999999,20,all
KXDOGE15M-26JUN141115-15,DOGE,4,1781450100,2026-06-14 15:15:00+00:00,2026-06-14,15,yes,1,14.0,0.71,0.74,35.81,0.75,0.78,0.74,0.8,0.79,0.84,0.8,0.84,0.88,0.91,0.8,0.224,3.775999999999999,20,all
KXHYPE15M-26JUN141200-00,HYPE,5,1781452800,2026-06-14 16:00:00+00:00,2026-06-14,0,no,1,14.0,0.6699999999999999,0.6799999999999999,107.88,0.69,0.72,0.73,0.76,0.77,0.79,0.74,0.75,0.84,0.87,0.76,0.2554,4.5446,20,all
KXSOL15M-26JUN141215-15,SOL,2,1781453700,2026-06-14 16:15:00+00:00,2026-06-14,15,yes,1,14.0,0.66,0.67,50.36,0.65,0.66,0.6,0.61,0.62,0.63,0.63,0.68,0.78,0.82,0.61,0.3331,7.466900000000001,20,all
KXBTC15M-26JUN141615-15,BTC,0,1781468100,2026-06-14 20:15:00+00:00,2026-06-14,15,yes,1,14.0,0.66,0.67,58753.89,0.83,0.84,0.73,0.75,0.73,0.74,0.76,0.77,0.74,0.75,0.75,0.2625,4.7375,20,all
KXBTC15M-26JUN141930-30,BTC,0,1781479800,2026-06-14 23:30:00+00:00,2026-06-14,30,yes,1,14.0,0.65,0.67,92023.71,0.69,0.7,0.63,0.64,0.6,0.62,0.53,0.54,0.46,0.47,0.64,0.3226,6.8774,20,all
KXXRP15M-26JUN142115-15,XRP,3,1781486100,2026-06-15 01:15:00+00:00,2026-06-15,15,no,1,14.0,0.6599999999999999,0.6699999999999999,149.18,0.6699999999999999,0.72,0.6699999999999999,0.71,0.84,0.85,0.901,0.94,0.88,0.89,0.71,0.2883,5.511700000000001,20,all
KXDOGE15M-26JUN142130-30,DOGE,4,1781487000,2026-06-15 01:30:00+00:00,2026-06-15,30,no,1,14.0,0.6799999999999999,0.75,107.96,0.79,0.86,0.61,0.69,0.75,0.81,0.6799999999999999,0.74,0.85,0.9,0.69,0.2995,5.900500000000001,20,all
KXBTC15M-26JUN142230-30,BTC,0,1781490600,2026-06-15 02:30:00+00:00,2026-06-15,30,yes,0,14.0,0.69,0.7,74891.92,0.81,0.82,0.79,0.8,0.74,0.76,0.7,0.71,0.67,0.68,0.8,0.224,-16.224,20,all
KXSOL15M-26JUN142345-45,SOL,2,1781495100,2026-06-15 03:45:00+00:00,2026-06-15,45,no,0,14.0,0.71,0.74,54.47,0.71,0.74,0.6799999999999999,0.73,0.6799999999999999,0.72,0.6799999999999999,0.71,0.52,0.5700000000000001,0.73,0.276,-14.876,20,all
KXDOGE15M-26JUN150045-45,DOGE,4,1781498700,2026-06-15 04:45:00+00:00,2026-06-15,45,no,1,14.0,0.7,0.76,211.99,0.47,0.5,0.6,0.63,0.72,0.76,0.71,0.77,0.7,0.74,0.63,0.3264,7.073600000000001,20,all
KXDOGE15M-26JUN150100-00,DOGE,4,1781499600,2026-06-15 05:00:00+00:00,2026-06-15,0,yes,0,14.0,0.67,0.69,426.64,0.66,0.75,0.67,0.75,0.79,0.83,0.74,0.81,0.72,0.8,0.75,0.2625,-15.2625,20,all
KXXRP15M-26JUN150315-15,XRP,3,1781507700,2026-06-15 07:15:00+00:00,2026-06-15,15,no,0,14.0,0.78,0.79,344.06,0.8200000000000001,0.86,0.73,0.75,0.65,0.7,0.48,0.5,0.5,0.56,0.75,0.2625,-15.2625,20,all
KXSOL15M-26JUN150430-30,SOL,2,1781512200,2026-06-15 08:30:00+00:00,2026-06-15,30,yes,0,14.0,0.77,0.79,202.25,0.54,0.6,0.56,0.6,0.48,0.53,0.42,0.44,0.16,0.18,0.6,0.336,-12.336,20,all
KXETH15M-26JUN151000-00,ETH,1,1781532000,2026-06-15 14:00:00+00:00,2026-06-15,0,yes,1,14.0,0.65,0.68,438.6,0.56,0.59,0.6,0.63,0.71,0.74,0.75,0.76,0.74,0.76,0.63,0.3264,7.073600000000001,20,all
KXHYPE15M-26JUN151045-45,HYPE,5,1781534700,2026-06-15 14:45:00+00:00,2026-06-15,45,no,1,14.0,0.6599999999999999,0.6799999999999999,1022.39,0.62,0.65,0.65,0.71,0.65,0.7,0.77,0.79,0.81,0.84,0.71,0.2883,5.511700000000001,20,all
KXHYPE15M-26JUN151100-00,HYPE,5,1781535600,2026-06-15 15:00:00+00:00,2026-06-15,0,yes,1,14.0,0.72,0.74,351.56,0.73,0.75,0.65,0.7,0.75,0.79,0.69,0.74,0.78,0.82,0.7,0.294,5.706000000000001,20,all
KXSOL15M-26JUN151115-15,SOL,2,1781536500,2026-06-15 15:15:00+00:00,2026-06-15,15,yes,1,14.0,0.65,0.66,833.82,0.6,0.66,0.59,0.65,0.5,0.53,0.54,0.57,0.79,0.81,0.65,0.3185,6.6815,20,all
KXDOGE15M-26JUN151130-30,DOGE,4,1781537400,2026-06-15 15:30:00+00:00,2026-06-15,30,no,1,14.0,0.6699999999999999,0.72,594.02,0.77,0.78,0.7,0.75,0.72,0.78,0.32999999999999996,0.36,0.4,0.43999999999999995,0.75,0.2625,4.7375,20,all
KXETH15M-26JUN151215-15,ETH,1,1781540100,2026-06-15 16:15:00+00:00,2026-06-15,15,no,0,14.0,0.6699999999999999,0.6799999999999999,2794.44,0.64,0.6699999999999999,0.7,0.72,0.72,0.74,0.69,0.72,0.6799999999999999,0.71,0.72,0.2823,-14.682299999999998,20,all
KXDOGE15M-26JUN151245-45,DOGE,4,1781541900,2026-06-15 16:45:00+00:00,2026-06-15,45,yes,0,14.0,0.69,0.71,81.33,0.71,0.75,0.66,0.71,0.39,0.45,0.67,0.69,0.71,0.73,0.71,0.2883,-14.488299999999999,20,all
KXDOGE15M-26JUN151315-15,DOGE,4,1781543700,2026-06-15 17:15:00+00:00,2026-06-15,15,no,1,14.0,0.7,0.76,301.99,0.77,0.8,0.73,0.78,0.91,0.937,0.87,0.92,0.8,0.86,0.78,0.2403,4.159699999999999,20,all
