ticker,series,side,frontier_bid,distance_c,multiplier,pool_reward,target,cumulative_ahead,guaranteed_capacity,rest_fraction,min_qty_for_1usd,modeled_reward,worst_one_fill_loss,reward_to_loss,fits_frontier,arithmetic_cover,scalable_candidate,reward_day_if_repeated
KXCBDECISIONMEXICO-26SEP24-HOLD,KXCBDECISIONMEXICO,yes,0.9,0.0,1.0,145.0,1000.0,25.0,975,0.5,28,1.0079443892750746,25.2,0.039997793225201375,True,False,False,0.2234509838562232
KXUST5AM-26AUG31-T4.48,KXUST5AM,no,0.62,0.0,1.0,100.0,1000.0,660.0,340,0.5,41,1.0146003464488988,25.419999999999998,0.03991346760223835,True,False,False,0.19214282463192012
KXCOSTFT-26SEP07-T100,KXCOSTFT,no,0.62,0.0,1.0,100.0,1000.0,889.0,111,0.5,41,1.0146003464488988,25.419999999999998,0.03991346760223835,True,False,False,0.19519705094749829
KXCOSTFT-26SEP07-T95,KXCOSTFT,yes,0.63,0.0,1.0,100.0,1000.0,959.0,41,0.5,41,1.0146003464488988,25.830000000000002,0.03927992049744091,True,False,False,0.1951970509371663
KXEURUSDAW-26AUG07-1.1490,KXEURUSDAW,yes,0.76,0.0,1.0,120.0,1000.0,414.0,586,0.5,34,1.0114030738720872,25.84,0.03914098583096313,True,False,False,0.23763199106805089
KXSGFT-26SEP07-T114,KXSGFT,no,0.64,0.0,1.0,100.0,1000.0,674.0,326,0.5,41,1.0146003464488988,26.240000000000002,0.038666171739668395,True,False,False,0.195197050877335
KXGRAB-26NOVMTU-56500000.0,KXGRAB,no,0.65,0.0,1.0,100.0,1000.0,582.2,417,0.5,41,1.0146003464488988,26.650000000000002,0.03807130755905812,True,False,False,0.2032658672241047
KXURBNCC-26SEP07-T96,KXURBNCC,yes,0.72,0.0,1.0,110.0,1000.0,987.71,12,0.5,37,1.008174386920981,26.64,0.037844383893430214,False,False,False,0.19689377437312092
KXSG-26NOVMARGIN-11,KXSG,yes,0.36,1.0000000000000009,0.4999999999999996,110.0,1000.0,941.0,59,0.5,74,1.00817438692098,26.64,0.03784438389343018,False,False,False,0.201828988005087
KXEURUSD-26AUG0710-B1.147,KXEURUSD,yes,0.08,0.9999999999999996,0.5000000000000001,25.0,1000.0,104.0,896,0.5,334,1.0019198464122872,26.72,0.03749700023998081,True,False,False,1.0434891277180591
KXHUNGARYPRES-27JAN01-BOFUL,KXHUNGARYPRES,no,0.66,0.0,1.0,100.0,1000.0,37.81,962,0.5,41,1.0146003464488988,27.060000000000002,0.037494469565739055,True,False,False,0.1983450797379944
KXURBNCC-26SEP07-T106,KXURBNCC,no,0.73,0.0,1.0,110.0,1000.0,767.4,232,0.5,37,1.008174386920981,27.009999999999998,0.037325967675711995,True,False,False,0.19689377438415062
KXRDDT-26OCTDAU-134000000,KXRDDT,yes,0.69,0.0,1.0,100.0,1000.0,967.17,32,0.5,41,1.0146003464488988,28.29,0.03586427523679388,False,False,False,0.20326586740101357
KXEURUSDAW-26AUG07-1.1530,KXEURUSDAW,yes,0.42,1.0000000000000009,0.4999999999999996,120.0,1000.0,221.0,779,0.5,68,1.0114030738720863,28.56,0.035413272894680894,True,False,False,0.2376913842252252
KXLOWCC-26SEP07-T102,KXLOWCC,no,0.77,0.0,1.0,110.0,1000.0,939.0,61,0.5,37,1.008174386920981,28.490000000000002,0.0353869563678828,True,False,False,0.1968937745204808
KXCHINAAI-26AUG17-ZAI,KXCHINAAI,no,0.95,0.0,1.0,135.0,1000.0,849.55,150,0.5,30,1.0049627791563276,28.5,0.03526185190022202,True,False,False,0.1826691878647755
KXRUT-26AUG31-3200,KXRUT,no,0.85,0.0,1.0,120.0,1000.0,12.9,987,0.5,34,1.0114030738720872,28.9,0.0349966461547435,True,False,False,0.1812882865119344
KXLOWCC-26SEP07-T94,KXLOWCC,yes,0.78,0.0,1.0,110.0,1000.0,577.28,422,0.5,37,1.008174386920981,28.86,0.03493327744008943,True,False,False,0.1968937745028318
KXCOSTFT-26SEP07-T101,KXCOSTFT,no,0.71,0.0,1.0,100.0,1000.0,889.0,111,0.5,41,1.0146003464488988,29.11,0.034854013962518,True,False,False,0.1951970509496508
KXWTIMIN-26AUG31-T69.00,KXWTIMIN,no,0.57,0.0,1.0,80.0,1000.0,100.0,900,0.5,51,1.0071587262404345,29.069999999999997,0.03464598301480683,True,False,False,0.23997345415248209
KXRDDT-26OCTDAU-137000000,KXRDDT,no,0.72,0.0,1.0,100.0,1000.0,922.11,77,0.5,41,1.0146003464488988,29.52,0.0343699304352608,True,False,False,0.20326586740754896
KXDCGOLFVISITCOUNT-26AUG-2,KXDCGOLFVISITCOUNT,no,0.73,1.0000000000000009,0.4999999999999996,200.0,1000.0,984.01,15,0.5,41,1.0197736599925376,29.93,0.03407195656506975,False,False,False,0.18778808507649977
KXLULUCC-26SEP07-T84,KXLULUCC,no,0.53,1.0000000000000009,0.4999999999999996,145.0,1000.0,907.69,92,0.5,56,1.0079443892750737,29.68,0.03396039047422755,True,False,False,0.1964590962317312
KXVOTEPRIMARY-SCRSENS26RNORRNOR-30,KXVOTEPRIMARY,no,0.73,0.0,1.0,100.0,1000.0,886.01,113,0.5,41,1.0146003464488988,29.93,0.03389910947039421,True,False,False,0.23203645485056457
KXPOKEMON-26AUGMEGCHAXE-34.66,KXPOKEMON,no,0.32,2.9999999999999973,0.1250000000000002,345.0,1000.0,995.15,4,0.5,94,1.0104692465881489,30.080000000000002,0.03359272761263792,False,False,False,0.1829183127082287
KXANFCC-26SEP07-T108,KXANFCC,no,0.82,0.0,1.0,110.0,1000.0,771.69,228,0.5,37,1.008174386920981,30.34,0.033229215125938724,True,False,False,0.19689377462592708
KXWTIMAX-26AUG31-T87.50,KXWTIMAX,yes,0.3,1.0000000000000009,0.4999999999999996,80.0,1000.0,521.0,479,0.5,102,1.0071587262404336,30.599999999999998,0.032913683864066456,True,False,False,0.24003343256916299
KXURBNCC-26SEP07-T110,KXURBNCC,no,0.84,0.0,1.0,110.0,1000.0,73.94,926,0.5,37,1.008174386920981,31.08,0.0324380433372259,True,False,False,0.19689377438856287
KXGPT-ASTRA-26DEC01,KXGPT,yes,0.88,0.0,1.0,115.0,1000.0,561.0,439,0.5,36,1.0257680872150645,31.68,0.032379043157041175,True,False,False,0.2435024754753822
KXRT-CLA-85,KXRT,no,0.77,0.0,1.0,100.0,1000.0,497.01,502,0.5,41,1.0146003464488988,31.57,0.032138116770633475,True,False,False,0.19675679171922938
KXALBUMRELEASEDATE-NEWPIT-27FEB01,KXALBUMRELEASEDATE,yes,0.54,1.0000000000000009,0.4999999999999996,135.0,1000.0,826.41,173,0.5,60,1.0049627791563267,32.400000000000006,0.031017369727047116,True,False,False,0.231453713097705
KXURBNCC-26SEP07-T102,KXURBNCC,no,0.44,1.0000000000000009,0.4999999999999996,110.0,1000.0,794.0,206,0.5,74,1.00817438692098,32.56,0.03096358682189742,True,False,False,0.1969429855205464
KXEURUSDAW-26AUG07-1.1630,KXEURUSDAW,no,0.97,0.0,1.0,120.0,1000.0,68.36,931,0.5,34,1.0114030738720872,32.98,0.030667164156218535,True,False,False,0.2376319910936937
KXEURUSDAW-26AUG07-1.1430,KXEURUSDAW,yes,0.97,0.0,1.0,120.0,1000.0,530.01,469,0.5,34,1.0114030738720872,32.98,0.030667164156218535,True,False,False,0.2376319910577931
KXWTIMIN-26AUG31-T68.50,KXWTIMIN,no,0.65,0.0,1.0,80.0,1000.0,125.0,875,0.5,51,1.0071587262404345,33.15,0.030381862028369063,True,False,False,0.239973454156404
KXAMZNCC-26SEP07-T109,KXAMZNCC,yes,0.41,1.0000000000000009,0.4999999999999996,100.0,1000.0,804.0,196,0.5,81,1.002351194159138,33.21,0.03018221000178073,True,False,False,0.19597520698891516
KXCAVAFT-26SEP07-T96,KXCAVAFT,yes,0.82,0.0,1.0,100.0,1000.0,306.82,693,0.5,41,1.0146003464488988,33.62,0.030178475504131438,True,False,False,0.1951970509918357
KXFSLR-26OCTMWSOLD-4500,KXFSLR,no,0.83,0.0,1.0,100.0,1000.0,55.0,945,0.5,41,1.0146003464488988,34.03,0.029814879413720213,True,False,False,0.20326586751117234
KXTGT-26NOVCOMP-1.0,KXTGT,yes,0.83,0.0,1.0,100.0,1000.0,536.81,463,0.5,41,1.0146003464488988,34.03,0.029814879413720213,True,False,False,0.20326586713448486
KXCOSTFT-26SEP07-T102,KXCOSTFT,no,0.83,0.0,1.0,100.0,1000.0,889.0,111,0.5,41,1.0146003464488988,34.03,0.029814879413720213,True,False,False,0.19519705095180329
KXLOWA-27FEBCOMP-2.5,KXLOWA,no,0.93,0.0,1.0,110.0,1000.0,954.01,45,0.5,37,1.008174386920981,34.410000000000004,0.029298877852978227,True,False,False,0.20177855587216365
KXSG-26NOVMARGIN-15,KXSG,no,0.95,0.0,1.0,110.0,1000.0,86.0,914,0.5,37,1.008174386920981,35.15,0.0286820593718629,True,False,False,0.20177855598337086
KXCHINAAI-26AUG31-ALIB,KXCHINAAI,no,0.03,5.0,0.03125,110.0,1000.0,873.8,126,0.5,1175,1.0005806077027288,35.25,0.02838526546674408,False,False,False,0.18364447816249374
KXFSLR-26OCTMWSOLD-4600,KXFSLR,no,0.88,0.0,1.0,100.0,1000.0,972.33,27,0.5,41,1.0146003464488988,36.08,0.02812085217430429,False,False,False,0.2032658675135073
KXWTIMIN-26AUG31-T72.50,KXWTIMIN,yes,0.71,0.0,1.0,80.0,1000.0,25.0,975,0.5,51,1.0071587262404345,36.21,0.02781438073019703,True,False,False,0.23997345412829024
KXHDCC-26SEP07-T92,KXHDCC,yes,0.89,0.0,1.0,100.0,1000.0,911.15,88,0.5,41,1.0146003464488988,36.49,0.02780488754313233,True,False,False,0.198345079989554
KXCHINAAI-26AUG31-MOON,KXCHINAAI,no,0.98,0.0,1.0,110.0,1000.0,73.0,927,0.5,37,1.008174386920981,36.26,0.02780403714619363,True,False,False,0.18496152737670665
KXWTIMIN-26AUG31-T71.50,KXWTIMIN,no,0.36,1.0000000000000009,0.4999999999999996,80.0,1000.0,125.0,875,0.5,102,1.0071587262404336,36.72,0.02742806988672205,True,False,False,0.24003343250442363
KXISLEMINISTER-26SEP24-LHOO,KXISLEMINISTER,no,0.91,0.0,1.0,100.0,1000.0,134.84,865,0.5,41,1.0146003464488988,37.31,0.02719379111361294,True,False,False,0.19834507968510645
KXAPRPOTUS-26AUG07-39.9,KXAPRPOTUS,no,0.96,2.0000000000000018,0.2499999999999997,125.0,300.0,129.29,170,0.5,39,1.007439553626781,37.44,0.026908107735758042,True,False,False,0.15136307721013634
KXWENCC-26SEP07-T87.5,KXWENCC,yes,0.46,0.9999999999999952,0.5000000000000017,100.0,1000.0,801.58,198,0.5,81,1.002351194159142,37.260000000000005,0.026901535001587276,True,False,False,0.19597520668986315
KXUST5AM-26AUG31-T4.40,KXUST5AM,no,0.46,0.9999999999999952,0.5000000000000017,100.0,1000.0,839.0,161,0.5,81,1.002351194159142,37.260000000000005,0.026901535001587276,True,False,False,0.18984705749100225
KXSBUXCC-26SEP07-T103,KXSBUXCC,no,0.46,0.9999999999999952,0.5000000000000017,100.0,1000.0,925.22,74,0.5,81,1.002351194159142,37.260000000000005,0.026901535001587276,False,False,False,0.19597520680799357
KXESTPRES-27JAN01-HHAN,KXESTPRES,no,0.92,0.0,1.0,100.0,1000.0,5.0,995,0.5,41,1.0146003464488988,37.72,0.02689820642759541,True,False,False,0.1983450797731068
KXCAVAFT-26SEP07-T107,KXCAVAFT,no,0.93,0.0,1.0,100.0,1000.0,857.5,142,0.5,41,1.0146003464488988,38.13,0.02660897840149223,True,False,False,0.1951970510155091
KXAMZNCC-26SEP07-T107,KXAMZNCC,no,0.47,1.0000000000000009,0.4999999999999996,100.0,1000.0,776.0,224,0.5,81,1.002351194159138,38.07,0.02632916191644702,True,False,False,0.19597520698496235
KXWENCC-26SEP07-T87,KXWENCC,no,0.47,1.0000000000000009,0.4999999999999996,100.0,1000.0,919.0,81,0.5,81,1.002351194159138,38.07,0.02632916191644702,True,False,False,0.19597520668766805
KXPLTR-26NOVCUST-1060,KXPLTR,yes,0.95,0.0,1.0,100.0,1000.0,925.01,74,0.5,41,1.0146003464488988,38.949999999999996,0.02604878938251345,True,False,False,0.20326586737067356
KXRDDT-26OCTDAU-140000000,KXRDDT,no,0.95,0.0,1.0,100.0,1000.0,955.01,44,0.5,41,1.0146003464488988,38.949999999999996,0.02604878938251345,True,False,False,0.20326586741454972
KXTOPMOVIE-26AUG06-72HOURS,KXTOPMOVIE,no,0.03,5.0,0.03125,100.0,1000.0,866.22,133,0.5,1293,1.0000541405953918,38.79,0.025781235900886615,False,False,False,0.2091118349425404
KXEARNINGSMENTIONNBIS-26AUG06-CONV,KXEARNINGSMENTIONNBIS,yes,0.06,4.000000000000001,0.0624999999999999,100.0,1000.0,51.72,948,0.5,647,1.0008198369607235,38.82,0.025781036500791436,True,False,False,0.2254459515617059
KXRT-CLA-75,KXRT,no,0.48,1.0000000000000009,0.4999999999999996,100.0,1000.0,490.0,510,0.5,81,1.002351194159138,38.879999999999995,0.02578063770985438,True,False,False,0.19440589583009385
KXUST10AM-26AUG31-T4.70,KXUST10AM,no,0.48,1.0000000000000009,0.4999999999999996,100.0,1000.0,896.0,104,0.5,81,1.002351194159138,38.879999999999995,0.02578063770985438,True,False,False,0.18984705759196874
KXSGA-27FEBMARGIN-9.5,KXSGA,yes,0.96,0.0,1.0,100.0,1000.0,643.01,356,0.5,41,1.0146003464488988,39.36,0.0257774478264456,True,False,False,0.20326586702385865
KXPLTR-26NOVCUST-1150,KXPLTR,no,0.96,0.0,1.0,100.0,1000.0,794.01,205,0.5,41,1.0146003464488988,39.36,0.0257774478264456,True,False,False,0.2032658673907451
KXPLTR-26NOVCUST-1140,KXPLTR,no,0.96,0.0,1.0,100.0,1000.0,923.01,76,0.5,41,1.0146003464488988,39.36,0.0257774478264456,True,False,False,0.20326586738887756
KXLOW-26AUGCOMP-3.5,KXLOW,no,0.96,0.0,1.0,100.0,1000.0,969.01,30,0.5,41,1.0146003464488988,39.36,0.0257774478264456,False,False,False,0.20326586757745502
KXRDDT-26OCTDAU-141000000,KXRDDT,no,0.96,0.0,1.0,100.0,1000.0,971.01,28,0.5,41,1.0146003464488988,39.36,0.0257774478264456,False,False,False,0.20326586741688463
KXRAIN-26AUG07-LV,KXRAIN,no,0.97,0.0,1.0,100.0,1000.0,681.0,319,0.5,41,1.0146003464488988,39.769999999999996,0.025511700941636885,True,False,False,0.5364590432056694
KXCMGFT-26SEP07-T105,KXCMGFT,no,0.49,1.0000000000000009,0.4999999999999996,100.0,1000.0,997.0,3,0.5,81,1.002351194159138,39.69,0.02525450224638796,False,False,False,0.19286479123139383
KXUST5AM-26AUG31-T4.52,KXUST5AM,yes,0.25,2.0000000000000018,0.2499999999999997,100.0,1000.0,650.0,350,0.5,162,1.0023511941591374,40.5,0.024749412201460184,True,False,False,0.1898707854191508
KXTRUTHSOCIAL-26AUG08-B230,KXTRUTHSOCIAL,no,0.84,2.0000000000000018,0.2499999999999997,100.0,300.0,96.01,203,0.5,49,1.0105176325015457,41.16,0.024550962888764474,True,False,False,0.1475716831441825
KXHDCC-26SEP07-T97,KXHDCC,yes,0.51,1.0000000000000009,0.4999999999999996,100.0,1000.0,813.0,187,0.5,81,1.002351194159138,41.31,0.024264129609274706,True,False,False,0.19597520687825296
KXWTIMAX-26AUG31-T94.00,KXWTIMAX,no,0.84,0.0,1.0,80.0,1000.0,167.0,833,0.5,51,1.0071587262404345,42.839999999999996,0.02350977418861892,True,False,False,0.23997345424335642
KXVOTEPRIMARY-FLPRIMARY25D26OLAROLAR-50,KXVOTEPRIMARY,no,0.95,0.0,1.0,90.0,1000.0,249.01,750,0.5,45,1.0012360939431397,42.75,0.023420727343699176,True,False,False,0.22920674196370047
KXAMZNCC-26SEP07-T106,KXAMZNCC,yes,0.53,1.0000000000000009,0.4999999999999996,100.0,1000.0,913.0,87,0.5,81,1.002351194159138,42.93,0.023348502076849246,True,False,False,0.19597520698276724
KXHSI-26AUG31-28000,KXHSI,yes,0.09,4.000000000000001,0.0624999999999999,135.0,1000.0,122.0,878,0.5,478,1.0008064766276854,43.019999999999996,0.023263748875585438,True,False,False,0.164652554574871
KXWTIMAX-26AUG31-T93.00,KXWTIMAX,no,0.85,0.0,1.0,80.0,1000.0,79.0,921,0.5,51,1.0071587262404345,43.35,0.023233188609929283,True,False,False,0.23997345423681826
KXVOTEPRIMARY-FLPRIMARY25D26OLAROLAR-15,KXVOTEPRIMARY,yes,0.96,0.0,1.0,90.0,1000.0,651.01,348,0.5,45,1.0012360939431397,43.199999999999996,0.023176761433868976,True,False,False,0.22920674193546073
KXTRUTHSOCIAL-26AUG08-T240,KXTRUTHSOCIAL,no,0.89,2.0000000000000018,0.2499999999999997,100.0,300.0,277.2,22,0.5,49,1.0105176325015457,43.61,0.023171695310743996,False,False,False,0.1475716831441825
KXMLBPITCH-26SOHTANI17-Y,KXMLBPITCH,no,0.27,2.9999999999999973,0.1250000000000002,200.0,1000.0,990.61,9,0.5,161,1.0012126488604225,43.470000000000006,0.023032267054530074,False,False,False,0.09804502931112015
